RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
16,4,0,31.54099078976439,16.7142,-22.2528,0.3118,-0.0858,517.3399,-390.3896
16,4,1,31.54099078976439,16.7276,-22.2574,0.3117,-0.0854,518.0076,-391.2784
16,4,2,31.54099078976439,16.7414,-22.2624,0.3112,-0.0845,518.6759,-392.1679
16,4,3,31.54099078976439,16.7556,-22.2676,0.3101,-0.0828,519.345,-393.0576
16,4,4,31.54099078976439,16.77,-22.273,0.3082,-0.0804,520.0147,-393.9478
16,4,5,31.54099078976439,16.7845,-22.2785,0.3055,-0.0771,520.6852,-394.8384
16,6,0,35.6261959061025,13.1431,-17.3089,0.3742,-0.3952,513.2589,-390.6936
16,6,1,35.6261959061025,13.1588,-17.3257,0.3743,-0.3952,513.7839,-391.3851
16,6,2,35.6261959061025,13.1749,-17.3428,0.374,-0.3948,514.3096,-392.0773
16,6,3,35.6261959061025,13.1912,-17.3603,0.3733,-0.3938,514.8362,-392.7705
16,6,4,35.6261959061025,13.2078,-17.378,0.3719,-0.392,515.3637,-393.4646
16,6,5,35.6261959061025,13.2243,-17.3958,0.3698,-0.3894,515.8921,-394.1597
16,3,0,24.20986094734955,-21.2537,27.1091,-0.2183,0.8015,375.6084,-193.7381
16,3,1,24.20986094734955,-21.2633,27.1424,-0.2181,0.8019,374.7591,-192.6546
16,3,2,24.20986094734955,-21.2733,27.1762,-0.2175,0.8016,373.9092,-191.5695
16,3,3,24.20986094734955,-21.2834,27.2104,-0.2164,0.8006,373.0586,-190.4829
16,3,4,24.20986094734955,-21.2936,27.2449,-0.2147,0.7987,372.2073,-189.3948
16,3,5,24.20986094734955,-21.3037,27.2798,-0.2123,0.7957,371.3553,-188.3052
16,7,0,31.840732332187333,16.9749,-21.8907,-0.1291,-0.1342,497.6843,-365.3459
16,7,1,31.840732332187333,16.9706,-21.8971,-0.1296,-0.1339,498.3624,-366.2205
16,7,2,31.840732332187333,16.9664,-21.9038,-0.1305,-0.1331,499.0405,-367.0956
16,7,3,31.840732332187333,16.9624,-21.9108,-0.1318,-0.1317,499.7187,-367.9712
16,7,4,31.840732332187333,16.9584,-21.9179,-0.1336,-0.1297,500.3969,-368.8473
16,7,5,31.840732332187333,16.9544,-21.9251,-0.136,-0.1268,501.0751,-369.7237
16,7,6,31.840732332187333,16.9502,-21.9322,-0.1388,-0.1231,501.7534,-370.6006
16,8,17,23.446755203439118,17.7002,-23.3009,-0.0503,0.0145,495.3166,-360.9915
16,8,18,23.446755203439118,17.6991,-23.3004,-0.0614,0.0247,496.0249,-361.9242
16,8,19,23.446755203439118,17.6974,-23.2992,-0.0728,0.0349,496.7331,-362.8568
16,8,20,23.446755203439118,17.6951,-23.2974,-0.0845,0.0449,497.4413,-363.7893
16,8,21,23.446755203439118,17.6923,-23.2951,-0.0964,0.0548,498.1492,-364.7215
16,8,22,23.446755203439118,17.6889,-23.2922,-0.1086,0.0644,498.857,-365.6537
16,8,23,23.446755203439118,17.6849,-23.2889,-0.1209,0.0737,499.5647,-366.5855
16,8,24,23.446755203439118,17.6803,-23.2851,-0.1333,0.0827,500.2724,-367.5173
16,8,25,23.446755203439118,17.6751,-23.2809,-0.1458,0.0914,500.9799,-368.4487
16,8,26,23.446755203439118,17.6692,-23.2763,-0.1582,0.0997,501.6871,-369.3798
16,8,27,23.446755203439118,17.6626,-23.2715,-0.1707,0.1076,502.3941,-370.3107
16,12,36,44.074570693882016,14.911,-18.8894,-0.0929,-0.8114,495.3653,-362.6997
16,12,37,44.074570693882016,14.9044,-18.9232,-0.0885,-0.8011,495.9616,-363.4562
16,12,38,44.074570693882016,14.898,-18.9565,-0.0829,-0.7902,496.5577,-364.2142
16,12,39,44.074570693882016,14.8919,-18.9893,-0.0761,-0.7789,497.1533,-364.9732
16,12,40,44.074570693882016,14.8863,-19.0215,-0.0684,-0.7671,497.7485,-365.7336
16,12,41,44.074570693882016,14.8811,-19.0532,-0.0596,-0.7549,498.3434,-366.4953
16,12,42,44.074570693882016,14.8766,-19.0844,-0.0499,-0.7423,498.9379,-367.2581
16,12,43,44.074570693882016,14.8728,-19.115,-0.0394,-0.7293,499.5322,-368.0221
16,12,44,44.074570693882016,14.8697,-19.1451,-0.0282,-0.716,500.1263,-368.7875
16,12,45,44.074570693882016,14.8674,-19.1746,-0.0165,-0.7023,500.7202,-369.554
16,12,46,44.074570693882016,14.8659,-19.2035,-0.0044,-0.6883,501.314,-370.3215
16,12,6,15.431228384675016,14.9657,-17.7906,0.056,-0.9406,477.3891,-340.6834
16,12,7,15.431228384675016,14.9694,-17.8292,0.0531,-0.9394,477.9874,-341.3957
16,12,8,15.431228384675016,14.9732,-17.8677,0.0495,-0.9378,478.5858,-342.1097
16,12,9,15.431228384675016,14.977,-17.906,0.0453,-0.9359,479.1845,-342.8254
16,12,10,15.431228384675016,14.9805,-17.9441,0.0404,-0.9336,479.7837,-343.5429
16,12,11,15.431228384675016,14.9839,-17.9819,0.0347,-0.9312,480.383,-344.2619
16,12,12,15.431228384675016,14.9869,-18.0194,0.0285,-0.9286,480.9826,-344.9823
16,12,13,15.431228384675016,14.9895,-18.0567,0.0215,-0.9259,481.5825,-345.7042
16,12,14,15.431228384675016,14.9915,-18.0938,0.0141,-0.9232,482.1828,-346.4275
16,12,15,15.431228384675016,14.993,-18.1307,0.0063,-0.9205,482.7832,-347.152
16,12,16,15.431228384675016,14.9938,-18.1676,-0.0019,-0.9178,483.3836,-347.8778
16,14,0,36.18126508636756,13.5165,-16.6155,0.1314,-0.5019,462.2122,-331.1178
16,14,1,36.18126508636756,13.5224,-16.6362,0.1313,-0.5021,462.7523,-331.7821
16,14,2,36.18126508636756,13.5285,-16.6571,0.1308,-0.5021,463.2927,-332.4474
16,14,3,36.18126508636756,13.5348,-16.6782,0.13,-0.5017,463.8335,-333.1137
16,14,4,36.18126508636756,13.5412,-16.6993,0.1287,-0.5009,464.3746,-333.7809
16,14,5,36.18126508636756,13.5477,-16.7206,0.1269,-0.4996,464.9161,-334.449
16,13,102,25.137583085889485,13.468,-17.6417,-0.0137,0.1185,529.7989,-413.8723
16,13,103,25.137583085889485,13.4671,-17.6369,-0.0202,0.121,530.3375,-414.5776
