RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
28,5,0,25.096885273874133,-16.1101,21.2636,-0.4778,0.2985,467.5265,-257.8772
28,5,1,25.096885273874133,-16.1301,21.2763,-0.4779,0.2985,466.8827,-257.0272
28,5,2,25.096885273874133,-16.1504,21.2893,-0.4777,0.2981,466.2382,-256.1766
28,5,3,25.096885273874133,-16.171,21.3024,-0.477,0.2972,465.5926,-255.325
28,5,4,25.096885273874133,-16.1919,21.3153,-0.4755,0.2959,464.9461,-254.4725
28,5,5,25.096885273874133,-16.213,21.3282,-0.4733,0.2942,464.2987,-253.6196
28,8,0,46.17337791628417,-15.9736,20.6261,0.0637,0.296,495.6223,-294.5188
28,8,1,46.17337791628417,-15.9719,20.639,0.0642,0.2959,494.9843,-293.6948
28,8,2,46.17337791628417,-15.9703,20.6523,0.0649,0.2952,494.3461,-292.8699
28,8,3,46.17337791628417,-15.969,20.6659,0.0662,0.294,493.7078,-292.0445
28,8,4,46.17337791628417,-15.9676,20.6796,0.0679,0.292,493.0692,-291.218
28,8,5,46.17337791628417,-15.9661,20.6934,0.0701,0.2891,492.4305,-290.3911
28,12,0,34.964447606390124,14.9568,-15.3098,-0.5474,-0.7851,383.194,-202.6472
28,12,1,34.964447606390124,14.9358,-15.3421,-0.5483,-0.7855,383.791,-203.259
28,12,2,34.964447606390124,14.9149,-15.3749,-0.5497,-0.7856,384.3874,-203.872
28,12,3,34.964447606390124,14.8941,-15.4082,-0.5515,-0.785,384.9833,-204.4865
28,12,4,34.964447606390124,14.8733,-15.4418,-0.5538,-0.7835,385.5785,-205.1024
28,12,5,34.964447606390124,14.8523,-15.4758,-0.5565,-0.7811,386.1732,-205.7199
28,11,7,22.560675695554874,12.5443,-16.2542,0.0562,-0.1934,424.088,-250.505
28,11,8,22.560675695554874,12.5472,-16.2627,0.054,-0.1912,424.59,-251.1555
28,11,9,22.560675695554874,12.5499,-16.271,0.0516,-0.1887,425.0921,-251.8063
28,11,10,22.560675695554874,12.5525,-16.2791,0.049,-0.1859,425.5943,-252.4575
28,11,11,22.560675695554874,12.5549,-16.2871,0.0461,-0.1829,426.0967,-253.1089
28,11,12,22.560675695554874,12.557,-16.2949,0.0432,-0.1797,426.5991,-253.7607
28,11,13,22.560675695554874,12.559,-16.3025,0.0401,-0.1764,427.1016,-254.4128
28,11,14,22.560675695554874,12.5608,-16.3099,0.0369,-0.1728,427.6042,-255.0653
28,11,15,22.560675695554874,12.5624,-16.3171,0.0337,-0.1692,428.1068,-255.718
28,11,16,22.560675695554874,12.5638,-16.3241,0.0304,-0.1655,428.6095,-256.3709
28,11,17,22.560675695554874,12.565,-16.3308,0.0271,-0.1616,429.1123,-257.0242
28,14,0,45.83507827199599,15.3871,-19.8458,0.5034,-0.6362,335.5826,-111.8879
28,14,1,45.83507827199599,15.408,-19.872,0.5036,-0.6366,336.1976,-112.6813
28,14,2,45.83507827199599,15.4291,-19.8985,0.5035,-0.6366,336.8135,-113.476
28,14,3,45.83507827199599,15.4506,-19.9253,0.5029,-0.6361,337.4304,-114.2718
28,14,4,45.83507827199599,15.4723,-19.9522,0.5017,-0.6351,338.0482,-115.0687
28,14,5,45.83507827199599,15.4941,-19.9793,0.4999,-0.6334,338.6671,-115.8669
28,18,251,49.99160107398045,19.5648,-25.6731,-0.0822,0.3061,515.4262,-339.9071
28,18,252,49.99160107398045,19.5641,-25.659,-0.0708,0.3173,516.2077,-340.934
28,18,253,49.99160107398045,19.5643,-25.6443,-0.0604,0.3277,516.9893,-341.9604
28,18,254,49.99160107398045,19.5651,-25.629,-0.0513,0.3372,517.7711,-342.9863
28,18,255,49.99160107398045,19.5665,-25.6132,-0.0435,0.3459,518.5533,-344.0116
28,18,256,49.99160107398045,19.5684,-25.597,-0.0372,0.3536,519.3355,-345.0359
28,18,257,49.99160107398045,19.5706,-25.5806,-0.0323,0.3604,520.1178,-346.0593
28,18,258,49.99160107398045,19.5732,-25.564,-0.029,0.3664,520.9003,-347.0819
