RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
18,5,52,46.07849971179619,-19.7204,25.6305,0.182,-0.2554,391.3456,-213.766
18,5,53,46.07849971179619,-19.7123,25.6192,0.1841,-0.2578,390.5569,-212.7414
18,5,54,46.07849971179619,-19.7042,25.6079,0.1859,-0.2598,389.7685,-211.7174
18,5,55,46.07849971179619,-19.6959,25.5968,0.1874,-0.2615,388.9805,-210.6938
18,5,56,46.07849971179619,-19.6877,25.5858,0.1886,-0.2629,388.1928,-209.6705
18,5,57,46.07849971179619,-19.6794,25.5748,0.1894,-0.2641,387.4055,-208.6476
18,5,58,46.07849971179619,-19.671,25.5639,0.19,-0.2652,386.6184,-207.6251
18,5,59,46.07849971179619,-19.6626,25.5531,0.1902,-0.2661,385.8316,-206.603
18,5,60,46.07849971179619,-19.6542,25.5424,0.1901,-0.267,385.0452,-205.5816
18,5,61,46.07849971179619,-19.6457,25.5319,0.1897,-0.2679,384.2592,-204.5604
18,5,62,46.07849971179619,-19.6373,25.5214,0.189,-0.2689,383.4737,-203.5397
18,7,109,49.93115441735754,-17.3753,22.6232,0.0173,0.002,367.2766,-176.4072
18,7,110,49.93115441735754,-17.3758,22.6246,0.0187,0.0009,366.582,-175.5023
18,7,111,49.93115441735754,-17.3765,22.626,0.0206,-0.0007,365.8872,-174.5973
18,7,112,49.93115441735754,-17.377,22.6273,0.0231,-0.0029,365.1922,-173.6923
18,7,113,49.93115441735754,-17.3775,22.6287,0.0262,-0.0056,364.4973,-172.7875
18,7,114,49.93115441735754,-17.3779,22.6301,0.0298,-0.009,363.8022,-171.8826
18,7,115,49.93115441735754,-17.3781,22.6312,0.034,-0.0129,363.107,-170.9772
18,7,116,49.93115441735754,-17.3781,22.6321,0.0387,-0.0175,362.4117,-170.0717
18,7,117,49.93115441735754,-17.3778,22.6327,0.044,-0.0226,361.7165,-169.1662
18,7,118,49.93115441735754,-17.3773,22.6331,0.0498,-0.0282,361.0214,-168.261
18,7,119,49.93115441735754,-17.3766,22.6334,0.056,-0.0343,360.3264,-167.356
18,8,0,41.65920711415421,-19.7021,25.5203,-0.1808,0.393,457.6047,-300.5939
18,8,1,41.65920711415421,-19.7101,25.5373,-0.1806,0.3928,456.8172,-299.5743
18,8,2,41.65920711415421,-19.7184,25.5548,-0.1801,0.3921,456.0292,-298.5538
18,8,3,41.65920711415421,-19.7268,25.5727,-0.1791,0.3905,455.2408,-297.5323
18,8,4,41.65920711415421,-19.7353,25.591,-0.1776,0.3879,454.452,-296.51
18,8,5,41.65920711415421,-19.744,25.6094,-0.1755,0.3843,453.6628,-295.4868
18,10,119,47.465262011917694,20.5797,-26.8743,0.0055,0.0107,495.1594,-361.5044
18,10,120,47.465262011917694,20.5794,-26.8732,0.0067,0.011,495.9825,-362.5795
18,10,121,47.465262011917694,20.579,-26.872,0.0082,0.0109,496.8058,-363.6547
18,10,122,47.465262011917694,20.5788,-26.8707,0.0099,0.0106,497.6288,-364.7296
18,10,123,47.465262011917694,20.5788,-26.8695,0.0118,0.0099,498.4516,-365.8044
18,10,124,47.465262011917694,20.5791,-26.8684,0.0137,0.0089,499.2744,-366.8791
18,10,125,47.465262011917694,20.5796,-26.8672,0.0158,0.0076,500.0971,-367.954
18,10,126,47.465262011917694,20.5804,-26.8659,0.0178,0.006,500.9197,-369.0289
18,10,127,47.465262011917694,20.5816,-26.8647,0.0197,0.004,501.7423,-370.1036
18,10,128,47.465262011917694,20.583,-26.8637,0.0214,0.0015,502.565,-371.1781
18,10,129,47.465262011917694,20.5846,-26.8627,0.0228,-0.0012,503.3881,-372.2526
18,16,0,42.47383129987216,-13.1109,17.2282,0.6162,-0.2588,475.7759,-309.9666
18,16,1,42.47383129987216,-13.087,17.2187,0.6172,-0.2595,475.2526,-309.2785
18,16,2,42.47383129987216,-13.0632,17.2095,0.6185,-0.2606,474.7299,-308.5906
18,16,3,42.47383129987216,-13.0394,17.2004,0.6203,-0.2622,474.2082,-307.9029
18,16,4,42.47383129987216,-13.0157,17.1914,0.6224,-0.2643,473.6872,-307.2154
18,16,5,42.47383129987216,-12.9918,17.1825,0.6249,-0.2671,473.1672,-306.5283
18,12,20,30.249016361197615,21.0465,-27.1363,-0.0413,0.1625,394.8988,-231.0169
18,12,21,30.249016361197615,21.0446,-27.1295,-0.0544,0.1751,395.7413,-232.1029
18,12,22,30.249016361197615,21.042,-27.1219,-0.0675,0.1875,396.5837,-233.1884
18,12,23,30.249016361197615,21.0387,-27.1138,-0.0803,0.1996,397.4258,-234.2735
18,12,24,30.249016361197615,21.0346,-27.1049,-0.0928,0.2114,398.2679,-235.3583
18,12,25,30.249016361197615,21.0298,-27.0954,-0.1049,0.2229,399.1097,-236.4428
18,12,26,30.249016361197615,21.0244,-27.0853,-0.1166,0.2339,399.9511,-237.5268
18,12,27,30.249016361197615,21.0185,-27.0746,-0.1278,0.2444,400.7923,-238.6106
18,12,28,30.249016361197615,21.012,-27.0632,-0.1384,0.2543,401.6332,-239.694
18,12,29,30.249016361197615,21.005,-27.0511,-0.1485,0.2635,402.4737,-240.7768
18,12,30,30.249016361197615,20.9975,-27.0386,-0.158,0.2719,403.3139,-241.8591
18,13,0,30.287333831157845,16.8147,-21.954,0.2947,-0.3257,395.3623,-238.4973
18,13,1,30.287333831157845,16.8273,-21.9681,0.2947,-0.3256,396.0341,-239.3745
18,13,2,30.287333831157845,16.8402,-21.9825,0.2943,-0.325,396.7067,-240.2527
18,13,3,30.287333831157845,16.8535,-21.9971,0.2933,-0.3238,397.3797,-241.1316
18,13,4,30.287333831157845,16.867,-22.0118,0.2917,-0.322,398.0534,-242.0113
18,13,5,30.287333831157845,16.8806,-22.0265,0.2893,-0.3194,398.7277,-242.892
18,15,0,37.92654406098717,21.3891,-27.7936,0.296,-0.4751,355.0666,-179.1465
18,15,1,37.92654406098717,21.4018,-27.814,0.2959,-0.475,355.9215,-180.2569
18,15,2,37.92654406098717,21.4147,-27.8349,0.2955,-0.4742,356.7772,-181.3685
18,15,3,37.92654406098717,21.4279,-27.8562,0.2945,-0.4726,357.6334,-182.4814
