RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
4,4,5,45.82777711235841,-20.3751,26.4731,-0.3256,0.3834,391.3684,-214.4677
4,4,6,45.82777711235841,-20.3905,26.4902,-0.3219,0.38,390.5535,-213.4083
4,4,7,45.82777711235841,-20.4058,26.5071,-0.3172,0.3758,389.7378,-212.3482
4,4,8,45.82777711235841,-20.4209,26.5237,-0.3116,0.3709,388.9214,-211.2874
4,4,9,45.82777711235841,-20.4358,26.54,-0.305,0.3654,388.1041,-210.2259
4,4,10,45.82777711235841,-20.4501,26.556,-0.2975,0.3594,387.2858,-209.1636
4,4,11,45.82777711235841,-20.4639,26.5716,-0.2891,0.3529,386.4669,-208.1008
4,4,12,45.82777711235841,-20.477,26.5868,-0.2801,0.3458,385.6474,-207.0374
4,4,13,45.82777711235841,-20.4895,26.6017,-0.2706,0.3384,384.8273,-205.9735
4,4,14,45.82777711235841,-20.5011,26.6162,-0.2606,0.3305,384.0064,-204.9089
4,4,15,45.82777711235841,-20.512,26.6304,-0.2503,0.3223,383.1852,-203.844
4,2,0,15.364244988934542,18.8444,-24.6845,0.3003,-0.5861,481.2141,-343.1615
4,2,1,15.364244988934542,18.8575,-24.7092,0.3002,-0.5862,481.9669,-344.1479
4,2,2,15.364244988934542,18.8709,-24.7343,0.2996,-0.5857,482.7204,-345.1355
4,2,3,15.364244988934542,18.8846,-24.7598,0.2984,-0.5845,483.4747,-346.1244
4,2,4,15.364244988934542,18.8985,-24.7856,0.2964,-0.5824,484.2297,-347.1144
4,2,5,15.364244988934542,18.9126,-24.8115,0.2936,-0.5793,484.9854,-348.1057
4,8,0,28.729774813771186,16.7206,-21.8108,0.5275,-0.5714,459.1533,-319.9176
4,8,1,28.729774813771186,16.7424,-21.8344,0.5278,-0.5717,459.8217,-320.7898
4,8,2,28.729774813771186,16.7644,-21.8582,0.5278,-0.5717,460.4911,-321.6631
4,8,3,28.729774813771186,16.7868,-21.8821,0.5273,-0.5712,461.1613,-322.5374
4,8,4,28.729774813771186,16.8094,-21.906,0.5263,-0.5704,461.8327,-323.4132
4,8,5,28.729774813771186,16.8321,-21.9298,0.5246,-0.5692,462.5051,-324.2901
4,9,91,37.851103159221175,17.2935,-21.3354,0.3362,-0.5943,510.8614,-390.4154
4,9,92,37.851103159221175,17.3069,-21.3603,0.335,-0.5914,511.5535,-391.2691
4,9,93,37.851103159221175,17.3204,-21.3851,0.3338,-0.588,512.2459,-392.1239
4,9,94,37.851103159221175,17.3339,-21.4099,0.3326,-0.5841,512.9387,-392.9796
4,9,95,37.851103159221175,17.3475,-21.4345,0.3313,-0.5798,513.632,-393.8365
4,9,96,37.851103159221175,17.3612,-21.4589,0.3298,-0.575,514.3258,-394.6943
4,9,97,37.851103159221175,17.375,-21.4831,0.3281,-0.5696,515.0203,-395.5531
4,9,98,37.851103159221175,17.3886,-21.507,0.3262,-0.5638,515.7157,-396.413
4,9,99,37.851103159221175,17.402,-21.5308,0.3242,-0.5576,516.4118,-397.2736
4,9,100,37.851103159221175,17.415,-21.5544,0.322,-0.5508,517.1089,-398.1353
4,9,101,37.851103159221175,17.4277,-21.5776,0.3199,-0.5435,517.8064,-398.9979
4,12,0,35.48685725166429,15.7715,-20.4905,0.2352,-0.3214,437.4785,-291.8192
4,12,1,35.48685725166429,15.7815,-20.5041,0.2351,-0.3214,438.1089,-292.6383
4,12,2,35.48685725166429,15.7918,-20.5179,0.2348,-0.3211,438.7398,-293.4582
4,12,3,35.48685725166429,15.8023,-20.5319,0.234,-0.3204,439.3712,-294.2787
4,12,4,35.48685725166429,15.8128,-20.5459,0.2329,-0.3192,440.0031,-295.1001
4,12,5,35.48685725166429,15.8235,-20.5598,0.2312,-0.3175,440.6355,-295.9223
4,9,91,17.416231088556454,17.2935,-21.3354,0.3362,-0.5943,510.8614,-390.4154
