RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
16,0,0,31.54099078976439,17.0629,-22.3247,0.4608,-0.3923,536.0639,-415.7716
16,0,1,31.54099078976439,17.0844,-22.3445,0.459,-0.3897,536.7461,-416.664
16,0,2,31.54099078976439,17.106,-22.3644,0.456,-0.3854,537.4296,-417.5577
16,0,3,31.54099078976439,17.1274,-22.3841,0.4516,-0.3795,538.1143,-418.4525
16,0,4,31.54099078976439,17.1485,-22.4034,0.4461,-0.3718,538.8001,-419.3485
16,0,5,31.54099078976439,17.1692,-22.4222,0.4393,-0.3626,539.4869,-420.2454
16,1,0,35.6261959061025,15.0519,-18.8582,0.1929,-0.3045,533.7982,-419.8031
16,1,1,35.6261959061025,15.0625,-18.874,0.191,-0.3023,534.3996,-420.5568
16,1,2,35.6261959061025,15.0732,-18.8899,0.188,-0.2986,535.0018,-421.3114
16,1,3,35.6261959061025,15.0838,-18.9057,0.1838,-0.2933,535.6048,-422.0669
16,1,4,35.6261959061025,15.0942,-18.9214,0.1783,-0.2865,536.2085,-422.8233
16,1,5,35.6261959061025,15.1041,-18.9368,0.1717,-0.2781,536.8128,-423.5803
16,2,0,24.20986094734955,-21.1991,27.3956,-0.5295,0.9214,360.7906,-174.5926
16,2,1,24.20986094734955,-21.2244,27.4376,-0.5272,0.9187,359.9434,-173.4975
16,2,2,24.20986094734955,-21.2499,27.4799,-0.5231,0.9138,359.0948,-172.4
16,2,3,24.20986094734955,-21.2754,27.5221,-0.5173,0.9067,358.2449,-171.3006
16,2,4,24.20986094734955,-21.3007,27.5643,-0.5096,0.8972,357.3935,-170.1993
16,2,5,24.20986094734955,-21.3257,27.606,-0.5001,0.8854,356.5409,-169.096
16,4,0,31.840732332187333,16.7142,-22.2528,0.3118,-0.0858,517.3399,-390.3896
16,4,1,31.840732332187333,16.7276,-22.2574,0.3117,-0.0854,518.0076,-391.2784
16,4,2,31.840732332187333,16.7414,-22.2624,0.3112,-0.0845,518.6759,-392.1679
16,4,3,31.840732332187333,16.7556,-22.2676,0.3101,-0.0828,519.345,-393.0576
16,4,4,31.840732332187333,16.77,-22.273,0.3082,-0.0804,520.0147,-393.9478
16,4,5,31.840732332187333,16.7845,-22.2785,0.3055,-0.0771,520.6852,-394.8384
16,4,6,31.840732332187333,16.799,-22.2839,0.3019,-0.0729,521.3564,-395.7293
16,7,17,23.446755203439118,16.8802,-21.9873,-0.1801,-0.0372,509.2029,-380.2683
16,7,18,23.446755203439118,16.8719,-21.9893,-0.1828,-0.0268,509.8784,-381.1481
16,7,19,23.446755203439118,16.8634,-21.9907,-0.185,-0.0162,510.5534,-382.028
16,7,20,23.446755203439118,16.8547,-21.9916,-0.1867,-0.0055,511.228,-382.9079
16,7,21,23.446755203439118,16.8458,-21.9921,-0.1879,0.0053,511.9024,-383.7877
16,7,22,23.446755203439118,16.8368,-21.992,-0.1885,0.0162,512.5764,-384.6676
16,7,23,23.446755203439118,16.8276,-21.9914,-0.1884,0.0271,513.25,-385.5473
16,7,24,23.446755203439118,16.8183,-21.9903,-0.1877,0.038,513.9233,-386.4273
16,7,25,23.446755203439118,16.8089,-21.9887,-0.1862,0.0489,514.5961,-387.3072
16,7,26,23.446755203439118,16.7994,-21.9865,-0.1839,0.0597,515.2685,-388.1868
16,7,27,23.446755203439118,16.7901,-21.9839,-0.1809,0.0704,515.9405,-389.0664
16,7,36,44.074570693882016,16.7186,-21.941,-0.1201,0.1614,521.9685,-396.974
16,7,37,44.074570693882016,16.7133,-21.9341,-0.1108,0.1709,522.6364,-397.8517
16,7,38,44.074570693882016,16.7086,-21.9267,-0.1012,0.1802,523.304,-398.7293
16,7,39,44.074570693882016,16.7046,-21.9188,-0.0917,0.1893,523.9716,-399.6067
16,7,40,44.074570693882016,16.7012,-21.9103,-0.0822,0.198,524.6389,-400.4837
16,7,41,44.074570693882016,16.6986,-21.9013,-0.0729,0.2064,525.3062,-401.3604
16,7,42,44.074570693882016,16.6965,-21.8918,-0.0639,0.2142,525.9735,-402.2368
16,7,43,44.074570693882016,16.695,-21.8818,-0.0553,0.2215,526.6408,-403.1127
16,7,44,44.074570693882016,16.694,-21.8713,-0.0471,0.2283,527.3081,-403.9882
