RecordingId,TrackId,Frame,Distance,XVelocity,YVelocity,XAcceleration,YAcceleration,XCenter,YCenter
60,2,44,49.98997941387854,36.0413,-23.5601,-0.3397,-0.5227,430.88,-244.9067
60,2,45,49.98997941387854,36.0253,-23.5791,-0.3384,-0.5089,432.3209,-245.8497
60,2,46,49.98997941387854,36.0096,-23.5975,-0.3362,-0.4959,433.7609,-246.7933
60,2,47,49.98997941387854,35.9943,-23.6153,-0.3332,-0.4836,435.2002,-247.7377
60,2,48,49.98997941387854,35.9795,-23.6326,-0.3295,-0.4722,436.6388,-248.683
60,2,49,49.98997941387854,35.9653,-23.6493,-0.3254,-0.4616,438.0766,-249.6289
60,2,50,49.98997941387854,35.9517,-23.6657,-0.3209,-0.4519,439.5139,-250.5752
60,2,51,49.98997941387854,35.9386,-23.6817,-0.3162,-0.443,440.9507,-251.522
60,2,52,49.98997941387854,35.926,-23.6975,-0.3115,-0.435,442.3873,-252.4691
60,2,53,49.98997941387854,35.9139,-23.7133,-0.3069,-0.4276,443.8236,-253.4169
60,2,54,49.98997941387854,35.9019,-23.7288,-0.3024,-0.4208,445.2597,-254.3655
60,5,0,22.853054317749283,-20.7929,11.5341,-0.5368,0.2419,279.745,-143.5958
60,5,1,22.853054317749283,-20.8155,11.5445,-0.5369,0.2418,278.9143,-143.1351
60,5,2,22.853054317749283,-20.8386,11.5552,-0.5365,0.2415,278.0825,-142.674
60,5,3,22.853054317749283,-20.862,11.5661,-0.5354,0.2407,277.2493,-142.2123
60,5,4,22.853054317749283,-20.8855,11.5772,-0.5334,0.2393,276.4149,-141.75
60,5,5,22.853054317749283,-20.9092,11.5886,-0.5306,0.2373,275.5796,-141.2875
60,7,0,39.24381358647501,-21.1121,11.9993,-0.1705,-0.1106,293.956,-151.782
60,7,1,39.24381358647501,-21.1198,11.9956,-0.1703,-0.111,293.1123,-151.3029
60,7,2,39.24381358647501,-21.1279,11.9921,-0.1696,-0.1117,292.2682,-150.8239
60,7,3,39.24381358647501,-21.1362,11.9889,-0.1684,-0.1129,291.4236,-150.3449
60,7,4,39.24381358647501,-21.1446,11.9857,-0.1665,-0.1146,290.5783,-149.8657
60,7,5,39.24381358647501,-21.153,11.9825,-0.164,-0.1169,289.7326,-149.3865
60,7,0,16.400194859817994,-21.1121,11.9993,-0.1705,-0.1106,293.956,-151.782
60,7,1,16.400194859817994,-21.1198,11.9956,-0.1703,-0.111,293.1123,-151.3029
60,7,2,16.400194859817994,-21.1279,11.9921,-0.1696,-0.1117,292.2682,-150.8239
60,7,3,16.400194859817994,-21.1362,11.9889,-0.1684,-0.1129,291.4236,-150.3449
60,7,4,16.400194859817994,-21.1446,11.9857,-0.1665,-0.1146,290.5783,-149.8657
60,7,5,16.400194859817994,-21.153,11.9825,-0.164,-0.1169,289.7326,-149.3865
60,8,0,37.34325833908981,-20.9813,12.0734,0.0401,-0.0977,311.9413,-162.5145
60,8,1,37.34325833908981,-20.9809,12.07,0.0406,-0.0981,311.1033,-162.0321
60,8,2,37.34325833908981,-20.9808,12.0667,0.0417,-0.0986,310.2652,-161.5497
60,8,3,37.34325833908981,-20.9811,12.0635,0.0435,-0.0995,309.4268,-161.0672
60,8,4,37.34325833908981,-20.9815,12.0601,0.0461,-0.1006,308.5881,-160.5846
60,8,5,37.34325833908981,-20.9819,12.0566,0.0496,-0.1019,307.7492,-160.1021
60,9,0,48.8617244743777,-19.5451,11.3892,-0.4138,0.0219,319.7448,-161.8173
60,9,1,48.8617244743777,-19.5627,11.3906,-0.4138,0.0217,318.9638,-161.3622
60,9,2,48.8617244743777,-19.5805,11.392,-0.4134,0.0212,318.1818,-160.9068
60,9,3,48.8617244743777,-19.5986,11.3935,-0.4124,0.0206,317.3989,-160.4512
60,9,4,48.8617244743777,-19.6168,11.395,-0.4108,0.0197,316.6151,-159.9954
60,9,5,48.8617244743777,-19.6353,11.3964,-0.4084,0.0185,315.8307,-159.5396
60,8,0,20.94415365537599,-20.9813,12.0734,0.0401,-0.0977,311.9413,-162.5145
60,8,1,20.94415365537599,-20.9809,12.07,0.0406,-0.0981,311.1033,-162.0321
60,8,2,20.94415365537599,-20.9808,12.0667,0.0417,-0.0986,310.2652,-161.5497
60,8,3,20.94415365537599,-20.9811,12.0635,0.0435,-0.0995,309.4268,-161.0672
60,8,4,20.94415365537599,-20.9815,12.0601,0.0461,-0.1006,308.5881,-160.5846
60,8,5,20.94415365537599,-20.9819,12.0566,0.0496,-0.1019,307.7492,-160.1021
